Training console diary: C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260704_015559_td3_mathworks_style_pi_current_1c_500hz_long_detailed\training_console.log
Episode:   1/5000 | Episode reward:  1113.94 | Episode steps: 1973 | Average reward:  1113.94 | Step Count: 1973 | Episode Q0:    28.33
Episode: 206/5000 | Episode reward:  1640.98 | Episode steps: 2262 | Average reward:   364.78 | Step Count: 238134 | Episode Q0:    50.56
Episode: 207/5000 | Episode reward:  1258.25 | Episode steps: 1693 | Average reward:   478.17 | Step Count: 239827 | Episode Q0:    50.56
Episode: 208/5000 | Episode reward:    59.00 | Episode steps:   99 | Average reward:   470.93 | Step Count: 239926 | Episode Q0:    50.56
Episode: 209/5000 | Episode reward:    67.54 | Episode steps:  111 | Average reward:   390.03 | Step Count: 240037 | Episode Q0:    50.56
Episode: 210/5000 | Episode reward:   100.71 | Episode steps:  254 | Average reward:   395.84 | Step Count: 240291 | Episode Q0:    50.56
Episode: 211/5000 | Episode reward:    52.65 | Episode steps:  227 | Average reward:   382.48 | Step Count: 240518 | Episode Q0:    50.56
Episode: 212/5000 | Episode reward:    59.16 | Episode steps:  119 | Average reward:   383.32 | Step Count: 240637 | Episode Q0:    50.56
Episode: 213/5000 | Episode reward:   686.17 | Episode steps: 1045 | Average reward:   441.07 | Step Count: 241682 | Episode Q0:    50.56
Episode: 214/5000 | Episode reward:   153.31 | Episode steps:  327 | Average reward:   411.05 | Step Count: 242009 | Episode Q0:    50.56
Episode: 215/5000 | Episode reward:    35.82 | Episode steps:   92 | Average reward:   411.36 | Step Count: 242101 | Episode Q0:    50.56
Episode: 216/5000 | Episode reward:    32.12 | Episode steps:  118 | Average reward:   250.47 | Step Count: 242219 | Episode Q0:    50.56
Episode: 217/5000 | Episode reward:   113.87 | Episode steps:  660 | Average reward:   136.04 | Step Count: 242879 | Episode Q0:    50.56
Episode: 218/5000 | Episode reward:   212.61 | Episode steps:  531 | Average reward:   151.40 | Step Count: 243410 | Episode Q0:    50.56
Episode: 219/5000 | Episode reward:    50.90 | Episode steps:  204 | Average reward:   149.73 | Step Count: 243614 | Episode Q0:    50.56
Episode: 220/5000 | Episode reward:   402.62 | Episode steps: 2266 | Average reward:   179.92 | Step Count: 245880 | Episode Q0:    50.62
Episode: 221/5000 | Episode reward:   260.03 | Episode steps: 1118 | Average reward:   200.66 | Step Count: 246998 | Episode Q0:    50.62
Episode: 222/5000 | Episode reward:    49.55 | Episode steps:  129 | Average reward:   199.70 | Step Count: 247127 | Episode Q0:    50.62
Episode: 223/5000 | Episode reward:    42.90 | Episode steps:  211 | Average reward:   135.37 | Step Count: 247338 | Episode Q0:    50.62
Episode: 224/5000 | Episode reward:    65.53 | Episode steps:   93 | Average reward:   126.60 | Step Count: 247431 | Episode Q0:    50.62
Episode: 225/5000 | Episode reward:   137.02 | Episode steps:  313 | Average reward:   136.72 | Step Count: 247744 | Episode Q0:    50.62
Episode: 226/5000 | Episode reward:    62.36 | Episode steps:  284 | Average reward:   139.74 | Step Count: 248028 | Episode Q0:    50.62
Episode: 227/5000 | Episode reward:   131.60 | Episode steps:  335 | Average reward:   141.51 | Step Count: 248363 | Episode Q0:    50.62
Episode: 228/5000 | Episode reward:   504.02 | Episode steps:  926 | Average reward:   170.65 | Step Count: 249289 | Episode Q0:    50.62
Episode: 229/5000 | Episode reward:  1677.84 | Episode steps: 2321 | Average reward:   333.35 | Step Count: 251610 | Episode Q0:    50.62
Episode: 230/5000 | Episode reward:  1374.09 | Episode steps: 2088 | Average reward:   430.49 | Step Count: 253698 | Episode Q0:    50.62
Episode: 231/5000 | Episode reward:   326.14 | Episode steps: 2054 | Average reward:   437.11 | Step Count: 255752 | Episode Q0:    50.62
Episode: 232/5000 | Episode reward:   100.82 | Episode steps:  271 | Average reward:   442.23 | Step Count: 256023 | Episode Q0:    50.62
Episode: 233/5000 | Episode reward:    39.55 | Episode steps:   93 | Average reward:   441.90 | Step Count: 256116 | Episode Q0:    50.62
Episode: 234/5000 | Episode reward:    78.86 | Episode steps:  125 | Average reward:   443.23 | Step Count: 256241 | Episode Q0:    50.62
Episode: 235/5000 | Episode reward:   184.98 | Episode steps: 1004 | Average reward:   448.03 | Step Count: 257245 | Episode Q0:    50.62
Episode: 236/5000 | Episode reward:   108.88 | Episode steps:  272 | Average reward:   452.68 | Step Count: 257517 | Episode Q0:    50.62
Episode: 237/5000 | Episode reward:    99.65 | Episode steps:  511 | Average reward:   449.48 | Step Count: 258028 | Episode Q0:    50.62
Episode: 238/5000 | Episode reward:    42.30 | Episode steps:  121 | Average reward:   403.31 | Step Count: 258149 | Episode Q0:    50.62
Episode: 239/5000 | Episode reward:    48.61 | Episode steps:  199 | Average reward:   240.39 | Step Count: 258348 | Episode Q0:    50.62
Episode: 240/5000 | Episode reward:   128.07 | Episode steps:  348 | Average reward:   115.79 | Step Count: 258696 | Episode Q0:    50.62
Episode: 241/5000 | Episode reward:    22.04 | Episode steps:  124 | Average reward:    85.37 | Step Count: 258820 | Episode Q0:    50.62
Episode: 242/5000 | Episode reward:   528.63 | Episode steps:  893 | Average reward:   128.16 | Step Count: 259713 | Episode Q0:    50.62
Episode: 243/5000 | Episode reward:    55.39 | Episode steps:  221 | Average reward:   129.74 | Step Count: 259934 | Episode Q0:    50.62
Episode: 244/5000 | Episode reward:    72.15 | Episode steps:  105 | Average reward:   129.07 | Step Count: 260039 | Episode Q0:    50.62
Episode: 245/5000 | Episode reward:   141.55 | Episode steps:  287 | Average reward:   124.73 | Step Count: 260326 | Episode Q0:    50.62
Episode: 246/5000 | Episode reward:    93.10 | Episode steps:  150 | Average reward:   123.15 | Step Count: 260476 | Episode Q0:    50.62
Episode: 247/5000 | Episode reward:   170.37 | Episode steps:  334 | Average reward:   130.22 | Step Count: 260810 | Episode Q0:    50.62
Episode: 248/5000 | Episode reward:   130.10 | Episode steps:  332 | Average reward:   139.00 | Step Count: 261142 | Episode Q0:    50.62
Episode: 249/5000 | Episode reward:  1496.16 | Episode steps: 2500 | Average reward:   283.76 | Step Count: 263642 | Episode Q0:    49.53
Episode: 250/5000 | Episode reward:  1396.66 | Episode steps: 2500 | Average reward:   410.62 | Step Count: 266142 | Episode Q0:    49.53
Episode: 251/5000 | Episode reward:    61.79 | Episode steps:  101 | Average reward:   414.59 | Step Count: 266243 | Episode Q0:    49.53
Episode: 252/5000 | Episode reward:    41.26 | Episode steps:  169 | Average reward:   365.85 | Step Count: 266412 | Episode Q0:    49.53
Episode: 253/5000 | Episode reward:   119.65 | Episode steps:  329 | Average reward:   372.28 | Step Count: 266741 | Episode Q0:    49.53
Episode: 254/5000 | Episode reward:  1498.00 | Episode steps: 2500 | Average reward:   514.86 | Step Count: 269241 | Episode Q0:    49.53
Episode: 255/5000 | Episode reward:  1250.89 | Episode steps: 2500 | Average reward:   625.80 | Step Count: 271741 | Episode Q0:    49.53
Episode: 256/5000 | Episode reward:  1553.18 | Episode steps: 2500 | Average reward:   771.80 | Step Count: 274241 | Episode Q0:    49.53
Episode: 257/5000 | Episode reward:    80.01 | Episode steps:  504 | Average reward:   762.77 | Step Count: 274745 | Episode Q0:    49.53
Episode: 258/5000 | Episode reward:    71.33 | Episode steps:  119 | Average reward:   756.89 | Step Count: 274864 | Episode Q0:    49.53
Episode: 259/5000 | Episode reward:    29.88 | Episode steps:  144 | Average reward:   610.26 | Step Count: 275008 | Episode Q0:    49.53
Episode: 260/5000 | Episode reward:   186.00 | Episode steps:  335 | Average reward:   489.20 | Step Count: 275343 | Episode Q0:    49.53
Episode: 261/5000 | Episode reward:    43.21 | Episode steps:  189 | Average reward:   487.34 | Step Count: 275532 | Episode Q0:    49.53
Episode: 262/5000 | Episode reward:    53.55 | Episode steps:  137 | Average reward:   488.57 | Step Count: 275669 | Episode Q0:    49.53
Episode: 263/5000 | Episode reward:   492.01 | Episode steps:  943 | Average reward:   525.80 | Step Count: 276612 | Episode Q0:    49.53
Episode: 264/5000 | Episode reward:   436.60 | Episode steps: 1272 | Average reward:   419.66 | Step Count: 277884 | Episode Q0:    49.89
Episode: 265/5000 | Episode reward:   969.97 | Episode steps: 2500 | Average reward:   391.57 | Step Count: 280384 | Episode Q0:    49.89
Episode: 266/5000 | Episode reward:   291.01 | Episode steps:  995 | Average reward:   265.36 | Step Count: 281379 | Episode Q0:    49.89
Episode: 267/5000 | Episode reward:   769.09 | Episode steps: 2500 | Average reward:   334.27 | Step Count: 283879 | Episode Q0:    49.89
Episode: 268/5000 | Episode reward:   776.83 | Episode steps: 2500 | Average reward:   404.81 | Step Count: 286379 | Episode Q0:    49.89
Episode: 269/5000 | Episode reward:   453.99 | Episode steps: 1051 | Average reward:   447.23 | Step Count: 287430 | Episode Q0:    49.89
Episode: 270/5000 | Episode reward:   685.89 | Episode steps: 2210 | Average reward:   497.22 | Step Count: 289640 | Episode Q0:    49.89
Episode: 271/5000 | Episode reward:   941.89 | Episode steps: 2500 | Average reward:   587.08 | Step Count: 292140 | Episode Q0:    49.89
Episode: 272/5000 | Episode reward:   521.88 | Episode steps: 1632 | Average reward:   633.92 | Step Count: 293772 | Episode Q0:    49.89
Episode: 273/5000 | Episode reward:   322.35 | Episode steps: 1057 | Average reward:   616.95 | Step Count: 294829 | Episode Q0:    49.89
Episode: 274/5000 | Episode reward:   752.27 | Episode steps: 2310 | Average reward:   648.52 | Step Count: 297139 | Episode Q0:    49.89
Episode: 275/5000 | Episode reward:   653.32 | Episode steps: 1812 | Average reward:   616.85 | Step Count: 298951 | Episode Q0:    49.89
Episode: 276/5000 | Episode reward:   830.02 | Episode steps: 2500 | Average reward:   670.75 | Step Count: 301451 | Episode Q0:    49.89
Episode: 277/5000 | Episode reward:   507.22 | Episode steps: 1659 | Average reward:   644.57 | Step Count: 303110 | Episode Q0:    49.89
Episode: 278/5000 | Episode reward:   921.33 | Episode steps: 2500 | Average reward:   659.02 | Step Count: 305610 | Episode Q0:    49.89
Episode: 279/5000 | Episode reward:   802.91 | Episode steps: 2500 | Average reward:   693.91 | Step Count: 308110 | Episode Q0:    49.89
Episode: 280/5000 | Episode reward:   873.76 | Episode steps: 2500 | Average reward:   712.70 | Step Count: 310610 | Episode Q0:    49.89
Episode: 281/5000 | Episode reward:   829.98 | Episode steps: 2500 | Average reward:   701.51 | Step Count: 313110 | Episode Q0:    49.89
Episode: 282/5000 | Episode reward:   793.12 | Episode steps: 2449 | Average reward:   728.63 | Step Count: 315559 | Episode Q0:    49.89
Episode: 283/5000 | Episode reward:   816.28 | Episode steps: 2500 | Average reward:   778.02 | Step Count: 318059 | Episode Q0:    49.89
Episode: 284/5000 | Episode reward:   939.83 | Episode steps: 2382 | Average reward:   796.78 | Step Count: 320441 | Episode Q0:    49.89
Episode: 285/5000 | Episode reward:   762.74 | Episode steps: 2500 | Average reward:   807.72 | Step Count: 322941 | Episode Q0:    49.89
Episode: 286/5000 | Episode reward:   255.14 | Episode steps:  973 | Average reward:   750.23 | Step Count: 323914 | Episode Q0:    49.89
Episode: 287/5000 | Episode reward:   319.74 | Episode steps: 1069 | Average reward:   731.48 | Step Count: 324983 | Episode Q0:    49.89
Episode: 288/5000 | Episode reward:   420.14 | Episode steps: 1141 | Average reward:   681.36 | Step Count: 326124 | Episode Q0:    49.89
Episode: 289/5000 | Episode reward:   838.15 | Episode steps: 2500 | Average reward:   684.89 | Step Count: 328624 | Episode Q0:    49.89
Episode: 290/5000 | Episode reward:   825.91 | Episode steps: 2500 | Average reward:   680.10 | Step Count: 331124 | Episode Q0:    49.89
Episode: 291/5000 | Episode reward:   839.87 | Episode steps: 2500 | Average reward:   681.09 | Step Count: 333624 | Episode Q0:    49.89
Episode: 292/5000 | Episode reward:   839.61 | Episode steps: 2500 | Average reward:   685.74 | Step Count: 336124 | Episode Q0:    49.89
Episode: 293/5000 | Episode reward:   934.55 | Episode steps: 2500 | Average reward:   697.57 | Step Count: 338624 | Episode Q0:    48.99
Episode: 294/5000 | Episode reward:   893.19 | Episode steps: 2500 | Average reward:   692.90 | Step Count: 341124 | Episode Q0:    48.99
Episode: 295/5000 | Episode reward:   813.56 | Episode steps: 2500 | Average reward:   697.99 | Step Count: 343624 | Episode Q0:    48.99
Episode: 296/5000 | Episode reward:  1271.78 | Episode steps: 2500 | Average reward:   799.65 | Step Count: 346124 | Episode Q0:    48.99
Episode: 297/5000 | Episode reward:  1146.17 | Episode steps: 2500 | Average reward:   882.29 | Step Count: 348624 | Episode Q0:    48.99
Episode: 298/5000 | Episode reward:   991.37 | Episode steps: 2500 | Average reward:   939.42 | Step Count: 351124 | Episode Q0:    48.99
Episode: 299/5000 | Episode reward:   950.83 | Episode steps: 2500 | Average reward:   950.68 | Step Count: 353624 | Episode Q0:    48.99
Episode: 300/5000 | Episode reward:   958.74 | Episode steps: 2500 | Average reward:   963.97 | Step Count: 356124 | Episode Q0:    48.99
Episode: 301/5000 | Episode reward:   943.37 | Episode steps: 2500 | Average reward:   974.32 | Step Count: 358624 | Episode Q0:    48.99
Episode: 302/5000 | Episode reward:  1518.33 | Episode steps: 2500 | Average reward:  1042.19 | Step Count: 361124 | Episode Q0:    48.99
Episode: 303/5000 | Episode reward:  1113.59 | Episode steps: 2500 | Average reward:  1060.09 | Step Count: 363624 | Episode Q0:    48.99
Episode: 304/5000 | Episode reward:   929.87 | Episode steps: 2500 | Average reward:  1063.76 | Step Count: 366124 | Episode Q0:    48.99
Episode: 305/5000 | Episode reward:   828.40 | Episode steps: 2500 | Average reward:  1065.24 | Step Count: 368624 | Episode Q0:    48.99
Episode: 306/5000 | Episode reward:   971.71 | Episode steps: 2500 | Average reward:  1035.24 | Step Count: 371124 | Episode Q0:    48.99
Episode: 307/5000 | Episode reward:   929.86 | Episode steps: 2500 | Average reward:  1013.61 | Step Count: 373624 | Episode Q0:    48.99
Episode: 308/5000 | Episode reward:   977.83 | Episode steps: 2500 | Average reward:  1012.25 | Step Count: 376124 | Episode Q0:    48.45
Episode: 309/5000 | Episode reward:   914.15 | Episode steps: 2500 | Average reward:  1008.58 | Step Count: 378624 | Episode Q0:    48.45
Episode: 310/5000 | Episode reward:  1180.35 | Episode steps: 2500 | Average reward:  1030.75 | Step Count: 381124 | Episode Q0:    48.45
Episode: 311/5000 | Episode reward:   963.76 | Episode steps: 2500 | Average reward:  1032.78 | Step Count: 383624 | Episode Q0:    48.45
Episode: 312/5000 | Episode reward:   847.25 | Episode steps: 2500 | Average reward:   965.68 | Step Count: 386124 | Episode Q0:    48.45
Episode: 313/5000 | Episode reward:  1376.65 | Episode steps: 2500 | Average reward:   991.98 | Step Count: 388624 | Episode Q0:    48.45
Episode: 314/5000 | Episode reward:  1005.11 | Episode steps: 2500 | Average reward:   999.51 | Step Count: 391124 | Episode Q0:    48.45
Episode: 315/5000 | Episode reward:  1244.13 | Episode steps: 2500 | Average reward:  1041.08 | Step Count: 393624 | Episode Q0:    48.45
Episode: 316/5000 | Episode reward:  1407.46 | Episode steps: 2500 | Average reward:  1084.65 | Step Count: 396124 | Episode Q0:    48.45
Episode: 317/5000 | Episode reward:  1451.66 | Episode steps: 2500 | Average reward:  1136.83 | Step Count: 398624 | Episode Q0:    48.45
Episode: 318/5000 | Episode reward:  1085.13 | Episode steps: 2500 | Average reward:  1147.56 | Step Count: 401124 | Episode Q0:    48.45
Episode: 319/5000 | Episode reward:   983.42 | Episode steps: 2500 | Average reward:  1154.49 | Step Count: 403624 | Episode Q0:    48.45
Episode: 320/5000 | Episode reward:   282.04 | Episode steps:  552 | Average reward:  1064.66 | Step Count: 404176 | Episode Q0:    48.45
Episode: 321/5000 | Episode reward:   895.92 | Episode steps: 2500 | Average reward:  1057.88 | Step Count: 406676 | Episode Q0:    48.45
Episode: 322/5000 | Episode reward:  1054.11 | Episode steps: 2500 | Average reward:  1078.56 | Step Count: 409176 | Episode Q0:    48.45
Episode: 323/5000 | Episode reward:   929.71 | Episode steps: 2500 | Average reward:  1033.87 | Step Count: 411676 | Episode Q0:    48.45
Episode: 324/5000 | Episode reward:  1466.22 | Episode steps: 2500 | Average reward:  1079.98 | Step Count: 414176 | Episode Q0:    48.45
Episode: 325/5000 | Episode reward:  1115.43 | Episode steps: 2500 | Average reward:  1067.11 | Step Count: 416676 | Episode Q0:    48.45
Episode: 326/5000 | Episode reward:  1085.81 | Episode steps: 2500 | Average reward:  1034.94 | Step Count: 419176 | Episode Q0:    48.45
Episode: 327/5000 | Episode reward:   955.16 | Episode steps: 2500 | Average reward:   985.30 | Step Count: 421676 | Episode Q0:    48.45
